frame_number,event,score,timestamp
245,! High vehicle density (6 vehicles),2,8.166666666666666
246,! High vehicle density (7 vehicles),2,8.2
247,! High vehicle density (7 vehicles),2,8.233333333333333
248,! High vehicle density (7 vehicles),2,8.266666666666667
249,! High vehicle density (7 vehicles),2,8.3
250,! High vehicle density (7 vehicles),2,8.333333333333334
251,! High vehicle density (7 vehicles),2,8.366666666666667
252,! High vehicle density (7 vehicles),2,8.4
253,! High vehicle density (7 vehicles),2,8.433333333333334
254,! High vehicle density (7 vehicles),2,8.466666666666667
255,! High vehicle density (7 vehicles),2,8.5
256,! High vehicle density (7 vehicles),2,8.533333333333333
257,! High vehicle density (7 vehicles),2,8.566666666666666
258,! High vehicle density (7 vehicles),2,8.6
259,! High vehicle density (7 vehicles),2,8.633333333333333
260,! High vehicle density (6 vehicles),2,8.666666666666666
261,! High vehicle density (6 vehicles),2,8.7
262,! High vehicle density (6 vehicles),2,8.733333333333333
263,! High vehicle density (6 vehicles),2,8.766666666666667
264,! High vehicle density (6 vehicles),2,8.8
265,! High vehicle density (6 vehicles),2,8.833333333333334
266,! High vehicle density (6 vehicles),2,8.866666666666667
267,! High vehicle density (6 vehicles),2,8.9
268,! High vehicle density (6 vehicles),2,8.933333333333334
269,! High vehicle density (6 vehicles),2,8.966666666666667
270,! High vehicle density (6 vehicles),2,9.0
271,! High vehicle density (6 vehicles),2,9.033333333333333
272,! High vehicle density (6 vehicles),2,9.066666666666666
273,! High vehicle density (6 vehicles),2,9.1
274,! High vehicle density (6 vehicles),2,9.133333333333333
275,! High vehicle density (6 vehicles),2,9.166666666666666
286,! Pedestrian too close to vehicle (distance: 0.4m),9,9.533333333333333
286,! Pedestrian too close to vehicle (distance: 1.7m),9,9.533333333333333
286,! Pedestrian too close to vehicle (distance: 1.0m),9,9.533333333333333
287,! Pedestrian too close to vehicle (distance: 0.3m),9,9.566666666666666
287,! Pedestrian too close to vehicle (distance: 1.7m),9,9.566666666666666
287,! Pedestrian too close to vehicle (distance: 1.1m),9,9.566666666666666
288,! Pedestrian too close to vehicle (distance: 0.3m),6,9.6
288,! Pedestrian too close to vehicle (distance: 1.1m),6,9.6
289,! Pedestrian too close to vehicle (distance: 0.2m),6,9.633333333333333
289,! Pedestrian too close to vehicle (distance: 1.2m),6,9.633333333333333
290,! Pedestrian too close to vehicle (distance: 0.2m),3,9.666666666666666
291,! Pedestrian too close to vehicle (distance: 0.2m),3,9.7
292,! Pedestrian too close to vehicle (distance: 0.1m),3,9.733333333333333
293,! Pedestrian too close to vehicle (distance: 0.1m),3,9.766666666666667
294,! Pedestrian too close to vehicle (distance: 0.1m),3,9.8
295,! Pedestrian too close to vehicle (distance: 0.2m),3,9.833333333333334
296,! Pedestrian too close to vehicle (distance: 0.2m),3,9.866666666666667
297,! Pedestrian too close to vehicle (distance: 0.2m),3,9.9
298,! Pedestrian too close to vehicle (distance: 0.3m),3,9.933333333333334
299,! Pedestrian too close to vehicle (distance: 0.3m),3,9.966666666666667
300,! Pedestrian too close to vehicle (distance: 0.4m),3,10.0
301,! Pedestrian too close to vehicle (distance: 0.4m),3,10.033333333333333
302,! Pedestrian too close to vehicle (distance: 0.5m),3,10.066666666666666
303,! Pedestrian too close to vehicle (distance: 0.5m),3,10.1
304,! Pedestrian too close to vehicle (distance: 0.6m),3,10.133333333333333
305,! Pedestrian too close to vehicle (distance: 0.6m),3,10.166666666666666
306,! Pedestrian too close to vehicle (distance: 0.7m),3,10.2
307,! Pedestrian too close to vehicle (distance: 1.0m),6,10.233333333333333
307,! Pedestrian too close to vehicle (distance: 1.5m),6,10.233333333333333
308,! Pedestrian too close to vehicle (distance: 1.0m),6,10.266666666666667
308,! Pedestrian too close to vehicle (distance: 1.5m),6,10.266666666666667
309,! Pedestrian too close to vehicle (distance: 1.0m),6,10.3
309,! Pedestrian too close to vehicle (distance: 1.5m),6,10.3
310,! Pedestrian too close to vehicle (distance: 1.0m),6,10.333333333333334
310,! Pedestrian too close to vehicle (distance: 1.5m),6,10.333333333333334
311,! Pedestrian too close to vehicle (distance: 1.0m),10,10.366666666666667
311,! Pedestrian too close to vehicle (distance: 1.5m),10,10.366666666666667
311,! Pedestrian too close to vehicle (distance: 1.5m),10,10.366666666666667
311,! High vehicle density (6 vehicles),10,10.366666666666667
312,! Pedestrian too close to vehicle (distance: 1.0m),10,10.4
312,! Pedestrian too close to vehicle (distance: 1.6m),10,10.4
312,! Pedestrian too close to vehicle (distance: 1.6m),10,10.4
312,! High vehicle density (6 vehicles),10,10.4
313,! Pedestrian too close to vehicle (distance: 1.0m),10,10.433333333333334
313,! Pedestrian too close to vehicle (distance: 1.6m),10,10.433333333333334
313,! Pedestrian too close to vehicle (distance: 1.5m),10,10.433333333333334
313,! High vehicle density (6 vehicles),10,10.433333333333334
314,! Pedestrian too close to vehicle (distance: 1.0m),10,10.466666666666667
314,! Pedestrian too close to vehicle (distance: 1.5m),10,10.466666666666667
314,! Pedestrian too close to vehicle (distance: 1.6m),10,10.466666666666667
314,! High vehicle density (6 vehicles),10,10.466666666666667
315,! Pedestrian too close to vehicle (distance: 1.1m),10,10.5
315,! Pedestrian too close to vehicle (distance: 1.6m),10,10.5
315,! Pedestrian too close to vehicle (distance: 1.6m),10,10.5
315,! High vehicle density (6 vehicles),10,10.5
316,! Pedestrian too close to vehicle (distance: 1.1m),10,10.533333333333333
316,! Pedestrian too close to vehicle (distance: 1.6m),10,10.533333333333333
316,! Pedestrian too close to vehicle (distance: 1.6m),10,10.533333333333333
316,! High vehicle density (7 vehicles),10,10.533333333333333
317,! Pedestrian too close to vehicle (distance: 1.1m),10,10.566666666666666
317,! Pedestrian too close to vehicle (distance: 1.6m),10,10.566666666666666
317,! Pedestrian too close to vehicle (distance: 1.6m),10,10.566666666666666
317,! High vehicle density (6 vehicles),10,10.566666666666666
318,! Pedestrian too close to vehicle (distance: 1.1m),10,10.6
318,! Pedestrian too close to vehicle (distance: 1.6m),10,10.6
318,! Pedestrian too close to vehicle (distance: 1.6m),10,10.6
318,! High vehicle density (6 vehicles),10,10.6
319,! Pedestrian too close to vehicle (distance: 1.1m),10,10.633333333333333
319,! Pedestrian too close to vehicle (distance: 1.6m),10,10.633333333333333
319,! Pedestrian too close to vehicle (distance: 1.6m),10,10.633333333333333
319,! High vehicle density (6 vehicles),10,10.633333333333333
320,! Pedestrian too close to vehicle (distance: 1.1m),10,10.666666666666666
320,! Pedestrian too close to vehicle (distance: 1.6m),10,10.666666666666666
320,! Pedestrian too close to vehicle (distance: 1.6m),10,10.666666666666666
320,! High vehicle density (6 vehicles),10,10.666666666666666
321,! Pedestrian too close to vehicle (distance: 1.1m),10,10.7
321,! Pedestrian too close to vehicle (distance: 1.6m),10,10.7
321,! Pedestrian too close to vehicle (distance: 1.6m),10,10.7
321,! High vehicle density (6 vehicles),10,10.7
322,! Pedestrian too close to vehicle (distance: 1.1m),10,10.733333333333333
322,! Pedestrian too close to vehicle (distance: 1.6m),10,10.733333333333333
322,! Pedestrian too close to vehicle (distance: 1.7m),10,10.733333333333333
322,! High vehicle density (6 vehicles),10,10.733333333333333
323,! Pedestrian too close to vehicle (distance: 1.1m),10,10.766666666666667
323,! Pedestrian too close to vehicle (distance: 1.6m),10,10.766666666666667
323,! Pedestrian too close to vehicle (distance: 1.7m),10,10.766666666666667
323,! High vehicle density (6 vehicles),10,10.766666666666667
324,! Pedestrian too close to vehicle (distance: 1.1m),9,10.8
324,! Pedestrian too close to vehicle (distance: 1.6m),9,10.8
324,! Pedestrian too close to vehicle (distance: 1.7m),9,10.8
325,! Pedestrian too close to vehicle (distance: 1.1m),9,10.833333333333334
325,! Pedestrian too close to vehicle (distance: 1.6m),9,10.833333333333334
325,! Pedestrian too close to vehicle (distance: 1.7m),9,10.833333333333334
326,! Pedestrian too close to vehicle (distance: 1.1m),10,10.866666666666667
326,! Pedestrian too close to vehicle (distance: 1.7m),10,10.866666666666667
326,! Pedestrian too close to vehicle (distance: 1.7m),10,10.866666666666667
326,! High vehicle density (6 vehicles),10,10.866666666666667
327,! Pedestrian too close to vehicle (distance: 1.1m),10,10.9
327,! Pedestrian too close to vehicle (distance: 1.7m),10,10.9
327,! Pedestrian too close to vehicle (distance: 1.7m),10,10.9
327,! High vehicle density (6 vehicles),10,10.9
328,! Pedestrian too close to vehicle (distance: 1.1m),10,10.933333333333334
328,! Pedestrian too close to vehicle (distance: 1.7m),10,10.933333333333334
328,! Pedestrian too close to vehicle (distance: 1.7m),10,10.933333333333334
328,! High vehicle density (6 vehicles),10,10.933333333333334
329,! Pedestrian too close to vehicle (distance: 1.1m),10,10.966666666666667
329,! Pedestrian too close to vehicle (distance: 1.7m),10,10.966666666666667
329,! Pedestrian too close to vehicle (distance: 1.7m),10,10.966666666666667
329,! High vehicle density (6 vehicles),10,10.966666666666667
330,! Pedestrian too close to vehicle (distance: 1.1m),10,11.0
330,! Pedestrian too close to vehicle (distance: 1.7m),10,11.0
330,! Pedestrian too close to vehicle (distance: 1.7m),10,11.0
330,! High vehicle density (6 vehicles),10,11.0
331,! Pedestrian too close to vehicle (distance: 1.1m),10,11.033333333333333
331,! Pedestrian too close to vehicle (distance: 1.7m),10,11.033333333333333
331,! Pedestrian too close to vehicle (distance: 1.8m),10,11.033333333333333
331,! Pedestrian too close to vehicle (distance: 1.1m),10,11.033333333333333
331,! High vehicle density (7 vehicles),10,11.033333333333333
332,! Pedestrian too close to vehicle (distance: 1.1m),10,11.066666666666666
332,! Pedestrian too close to vehicle (distance: 1.7m),10,11.066666666666666
332,! Pedestrian too close to vehicle (distance: 1.8m),10,11.066666666666666
332,! Pedestrian too close to vehicle (distance: 1.1m),10,11.066666666666666
332,! High vehicle density (8 vehicles),10,11.066666666666666
333,! Pedestrian too close to vehicle (distance: 1.1m),10,11.1
333,! Pedestrian too close to vehicle (distance: 1.7m),10,11.1
333,! Pedestrian too close to vehicle (distance: 1.8m),10,11.1
333,! Pedestrian too close to vehicle (distance: 1.1m),10,11.1
333,! High vehicle density (8 vehicles),10,11.1
334,! Pedestrian too close to vehicle (distance: 1.2m),10,11.133333333333333
334,! Pedestrian too close to vehicle (distance: 1.7m),10,11.133333333333333
334,! Pedestrian too close to vehicle (distance: 1.8m),10,11.133333333333333
334,! Pedestrian too close to vehicle (distance: 1.1m),10,11.133333333333333
334,! Pedestrian too close to vehicle (distance: 1.9m),10,11.133333333333333
334,! Pedestrian too close to vehicle (distance: 1.7m),10,11.133333333333333
334,! Pedestrian too close to vehicle (distance: 1.8m),10,11.133333333333333
334,! High vehicle density (8 vehicles),10,11.133333333333333
335,! Pedestrian too close to vehicle (distance: 1.2m),10,11.166666666666666
335,! Pedestrian too close to vehicle (distance: 1.8m),10,11.166666666666666
335,! Pedestrian too close to vehicle (distance: 1.8m),10,11.166666666666666
335,! Pedestrian too close to vehicle (distance: 1.1m),10,11.166666666666666
335,! Pedestrian too close to vehicle (distance: 1.9m),10,11.166666666666666
335,! Pedestrian too close to vehicle (distance: 1.7m),10,11.166666666666666
335,! Pedestrian too close to vehicle (distance: 1.8m),10,11.166666666666666
335,! High vehicle density (8 vehicles),10,11.166666666666666
336,! Pedestrian too close to vehicle (distance: 1.2m),10,11.2
336,! Pedestrian too close to vehicle (distance: 1.8m),10,11.2
336,! Pedestrian too close to vehicle (distance: 1.8m),10,11.2
336,! Pedestrian too close to vehicle (distance: 1.2m),10,11.2
336,! Pedestrian too close to vehicle (distance: 1.9m),10,11.2
336,! Pedestrian too close to vehicle (distance: 1.7m),10,11.2
336,! Pedestrian too close to vehicle (distance: 1.9m),10,11.2
336,! High vehicle density (8 vehicles),10,11.2
337,! Pedestrian too close to vehicle (distance: 1.2m),10,11.233333333333333
337,! Pedestrian too close to vehicle (distance: 1.8m),10,11.233333333333333
337,! Pedestrian too close to vehicle (distance: 1.9m),10,11.233333333333333
337,! Pedestrian too close to vehicle (distance: 1.2m),10,11.233333333333333
337,! Pedestrian too close to vehicle (distance: 1.8m),10,11.233333333333333
337,! High vehicle density (8 vehicles),10,11.233333333333333
338,! Pedestrian too close to vehicle (distance: 1.2m),10,11.266666666666667
338,! Pedestrian too close to vehicle (distance: 1.8m),10,11.266666666666667
338,! Pedestrian too close to vehicle (distance: 1.9m),10,11.266666666666667
338,! Pedestrian too close to vehicle (distance: 1.2m),10,11.266666666666667
338,! Pedestrian too close to vehicle (distance: 1.8m),10,11.266666666666667
338,! High vehicle density (8 vehicles),10,11.266666666666667
339,! Pedestrian too close to vehicle (distance: 1.3m),10,11.3
339,! Pedestrian too close to vehicle (distance: 1.8m),10,11.3
339,! Pedestrian too close to vehicle (distance: 1.9m),10,11.3
339,! Pedestrian too close to vehicle (distance: 1.2m),10,11.3
339,! Pedestrian too close to vehicle (distance: 1.8m),10,11.3
339,! High vehicle density (8 vehicles),10,11.3
340,! Pedestrian too close to vehicle (distance: 1.3m),10,11.333333333333334
340,! Pedestrian too close to vehicle (distance: 1.8m),10,11.333333333333334
340,! Pedestrian too close to vehicle (distance: 1.9m),10,11.333333333333334
340,! Pedestrian too close to vehicle (distance: 1.2m),10,11.333333333333334
340,! Pedestrian too close to vehicle (distance: 1.8m),10,11.333333333333334
340,! High vehicle density (8 vehicles),10,11.333333333333334
341,! Pedestrian too close to vehicle (distance: 1.3m),10,11.366666666666667
341,! Pedestrian too close to vehicle (distance: 1.8m),10,11.366666666666667
341,! Pedestrian too close to vehicle (distance: 1.9m),10,11.366666666666667
341,! Pedestrian too close to vehicle (distance: 1.2m),10,11.366666666666667
341,! Pedestrian too close to vehicle (distance: 1.9m),10,11.366666666666667
341,! High vehicle density (8 vehicles),10,11.366666666666667
342,! Pedestrian too close to vehicle (distance: 1.3m),10,11.4
342,! Pedestrian too close to vehicle (distance: 1.8m),10,11.4
342,! Pedestrian too close to vehicle (distance: 1.9m),10,11.4
342,! Pedestrian too close to vehicle (distance: 1.3m),10,11.4
342,! Pedestrian too close to vehicle (distance: 1.9m),10,11.4
342,! High vehicle density (8 vehicles),10,11.4
343,! Pedestrian too close to vehicle (distance: 1.3m),10,11.433333333333334
343,! Pedestrian too close to vehicle (distance: 1.9m),10,11.433333333333334
343,! Pedestrian too close to vehicle (distance: 1.3m),10,11.433333333333334
343,! Pedestrian too close to vehicle (distance: 1.9m),10,11.433333333333334
343,! High vehicle density (7 vehicles),10,11.433333333333334
344,! Pedestrian too close to vehicle (distance: 1.4m),10,11.466666666666667
344,! Pedestrian too close to vehicle (distance: 1.9m),10,11.466666666666667
344,! Pedestrian too close to vehicle (distance: 1.3m),10,11.466666666666667
344,! Pedestrian too close to vehicle (distance: 1.9m),10,11.466666666666667
344,! High vehicle density (7 vehicles),10,11.466666666666667
345,! Pedestrian too close to vehicle (distance: 1.4m),10,11.5
345,! Pedestrian too close to vehicle (distance: 1.9m),10,11.5
345,! Pedestrian too close to vehicle (distance: 1.3m),10,11.5
345,! Pedestrian too close to vehicle (distance: 1.9m),10,11.5
345,! High vehicle density (7 vehicles),10,11.5
346,! Pedestrian too close to vehicle (distance: 1.3m),10,11.533333333333333
346,! Pedestrian too close to vehicle (distance: 1.9m),10,11.533333333333333
346,! Pedestrian too close to vehicle (distance: 1.3m),10,11.533333333333333
346,! Pedestrian too close to vehicle (distance: 1.9m),10,11.533333333333333
346,! High vehicle density (7 vehicles),10,11.533333333333333
347,! Pedestrian too close to vehicle (distance: 1.4m),10,11.566666666666666
347,! Pedestrian too close to vehicle (distance: 2.0m),10,11.566666666666666
347,! Pedestrian too close to vehicle (distance: 1.3m),10,11.566666666666666
347,! Pedestrian too close to vehicle (distance: 2.0m),10,11.566666666666666
347,! High vehicle density (6 vehicles),10,11.566666666666666
348,! Pedestrian too close to vehicle (distance: 1.4m),10,11.6
348,! Pedestrian too close to vehicle (distance: 2.0m),10,11.6
348,! Pedestrian too close to vehicle (distance: 1.4m),10,11.6
348,! Pedestrian too close to vehicle (distance: 2.0m),10,11.6
348,! High vehicle density (6 vehicles),10,11.6
349,! Pedestrian too close to vehicle (distance: 1.4m),10,11.633333333333333
349,! Pedestrian too close to vehicle (distance: 2.0m),10,11.633333333333333
349,! Pedestrian too close to vehicle (distance: 1.4m),10,11.633333333333333
349,! Pedestrian too close to vehicle (distance: 2.0m),10,11.633333333333333
349,! High vehicle density (6 vehicles),10,11.633333333333333
350,! Pedestrian too close to vehicle (distance: 1.4m),10,11.666666666666666
350,! Pedestrian too close to vehicle (distance: 2.0m),10,11.666666666666666
350,! Pedestrian too close to vehicle (distance: 1.4m),10,11.666666666666666
350,! Pedestrian too close to vehicle (distance: 2.0m),10,11.666666666666666
350,! High vehicle density (6 vehicles),10,11.666666666666666
351,! Pedestrian too close to vehicle (distance: 1.5m),8,11.7
351,! Pedestrian too close to vehicle (distance: 1.4m),8,11.7
351,! High vehicle density (6 vehicles),8,11.7
352,! Pedestrian too close to vehicle (distance: 1.5m),8,11.733333333333333
352,! Pedestrian too close to vehicle (distance: 1.4m),8,11.733333333333333
352,! High vehicle density (6 vehicles),8,11.733333333333333
353,! Pedestrian too close to vehicle (distance: 1.5m),8,11.766666666666667
353,! Pedestrian too close to vehicle (distance: 1.4m),8,11.766666666666667
353,! High vehicle density (6 vehicles),8,11.766666666666667
354,! Pedestrian too close to vehicle (distance: 1.5m),8,11.8
354,! Pedestrian too close to vehicle (distance: 1.4m),8,11.8
354,! High vehicle density (6 vehicles),8,11.8
355,! Pedestrian too close to vehicle (distance: 1.5m),8,11.833333333333334
355,! Pedestrian too close to vehicle (distance: 1.5m),8,11.833333333333334
355,! High vehicle density (6 vehicles),8,11.833333333333334
356,! Pedestrian too close to vehicle (distance: 1.6m),8,11.866666666666667
356,! Pedestrian too close to vehicle (distance: 1.5m),8,11.866666666666667
356,! High vehicle density (6 vehicles),8,11.866666666666667
357,! Pedestrian too close to vehicle (distance: 1.6m),8,11.9
357,! Pedestrian too close to vehicle (distance: 1.5m),8,11.9
357,! High vehicle density (6 vehicles),8,11.9
358,! Pedestrian too close to vehicle (distance: 1.6m),8,11.933333333333334
358,! Pedestrian too close to vehicle (distance: 1.5m),8,11.933333333333334
358,! High vehicle density (6 vehicles),8,11.933333333333334
359,! Pedestrian too close to vehicle (distance: 1.6m),8,11.966666666666667
359,! Pedestrian too close to vehicle (distance: 1.6m),8,11.966666666666667
359,! High vehicle density (6 vehicles),8,11.966666666666667
360,! Pedestrian too close to vehicle (distance: 1.6m),8,12.0
360,! Pedestrian too close to vehicle (distance: 1.6m),8,12.0
360,! High vehicle density (6 vehicles),8,12.0
361,! Pedestrian too close to vehicle (distance: 1.7m),8,12.033333333333333
361,! Pedestrian too close to vehicle (distance: 1.6m),8,12.033333333333333
361,! High vehicle density (6 vehicles),8,12.033333333333333
362,! Pedestrian too close to vehicle (distance: 1.7m),8,12.066666666666666
362,! Pedestrian too close to vehicle (distance: 1.6m),8,12.066666666666666
362,! High vehicle density (6 vehicles),8,12.066666666666666
363,! Pedestrian too close to vehicle (distance: 1.7m),6,12.1
363,! Pedestrian too close to vehicle (distance: 1.6m),6,12.1
364,! Pedestrian too close to vehicle (distance: 1.7m),6,12.133333333333333
364,! Pedestrian too close to vehicle (distance: 1.7m),6,12.133333333333333
365,! Pedestrian too close to vehicle (distance: 1.8m),6,12.166666666666666
365,! Pedestrian too close to vehicle (distance: 1.7m),6,12.166666666666666
366,! Pedestrian too close to vehicle (distance: 1.8m),6,12.2
366,! Pedestrian too close to vehicle (distance: 1.7m),6,12.2
367,! Pedestrian too close to vehicle (distance: 1.8m),6,12.233333333333333
367,! Pedestrian too close to vehicle (distance: 1.7m),6,12.233333333333333
368,! Pedestrian too close to vehicle (distance: 1.9m),6,12.266666666666667
368,! Pedestrian too close to vehicle (distance: 1.8m),6,12.266666666666667
369,! Pedestrian too close to vehicle (distance: 1.9m),6,12.3
369,! Pedestrian too close to vehicle (distance: 1.8m),6,12.3
370,! Pedestrian too close to vehicle (distance: 1.9m),6,12.333333333333334
370,! Pedestrian too close to vehicle (distance: 1.8m),6,12.333333333333334
371,! Pedestrian too close to vehicle (distance: 2.0m),10,12.366666666666667
371,! Pedestrian too close to vehicle (distance: 1.9m),10,12.366666666666667
371,! Pedestrian too close to vehicle (distance: 0.4m),10,12.366666666666667
371,! High vehicle density (6 vehicles),10,12.366666666666667
372,! Pedestrian too close to vehicle (distance: 2.0m),10,12.4
372,! Pedestrian too close to vehicle (distance: 1.9m),10,12.4
372,! Pedestrian too close to vehicle (distance: 0.4m),10,12.4
372,! High vehicle density (6 vehicles),10,12.4
373,! Pedestrian too close to vehicle (distance: 2.0m),8,12.433333333333334
373,! Pedestrian too close to vehicle (distance: 0.4m),8,12.433333333333334
373,! High vehicle density (6 vehicles),8,12.433333333333334
374,! Pedestrian too close to vehicle (distance: 2.0m),8,12.466666666666667
374,! Pedestrian too close to vehicle (distance: 0.4m),8,12.466666666666667
374,! High vehicle density (6 vehicles),8,12.466666666666667
377,! Pedestrian too close to vehicle (distance: 0.5m),3,12.566666666666666
379,! Pedestrian too close to vehicle (distance: 0.5m),3,12.633333333333333
381,! Pedestrian too close to vehicle (distance: 0.6m),3,12.7
382,! Pedestrian too close to vehicle (distance: 0.6m),3,12.733333333333333
383,! Pedestrian too close to vehicle (distance: 0.7m),3,12.766666666666667
384,! Pedestrian too close to vehicle (distance: 0.7m),3,12.8
393,! Pedestrian too close to vehicle (distance: 1.0m),10,13.1
393,! Pedestrian too close to vehicle (distance: 1.0m),10,13.1
393,! Pedestrian too close to vehicle (distance: 1.9m),10,13.1
393,! High vehicle density (7 vehicles),10,13.1
394,! Pedestrian too close to vehicle (distance: 1.1m),10,13.133333333333333
394,! Pedestrian too close to vehicle (distance: 1.1m),10,13.133333333333333
394,! Pedestrian too close to vehicle (distance: 1.7m),10,13.133333333333333
394,! High vehicle density (7 vehicles),10,13.133333333333333
395,! Pedestrian too close to vehicle (distance: 1.2m),10,13.166666666666666
395,! Pedestrian too close to vehicle (distance: 1.2m),10,13.166666666666666
395,! Pedestrian too close to vehicle (distance: 1.5m),10,13.166666666666666
395,! High vehicle density (7 vehicles),10,13.166666666666666
396,! Pedestrian too close to vehicle (distance: 1.3m),10,13.2
396,! Pedestrian too close to vehicle (distance: 1.3m),10,13.2
396,! Pedestrian too close to vehicle (distance: 1.3m),10,13.2
396,! Pedestrian too close to vehicle (distance: 1.3m),10,13.2
396,! High vehicle density (8 vehicles),10,13.2
397,! Pedestrian too close to vehicle (distance: 1.5m),10,13.233333333333333
397,! Pedestrian too close to vehicle (distance: 1.4m),10,13.233333333333333
397,! Pedestrian too close to vehicle (distance: 1.5m),10,13.233333333333333
397,! Pedestrian too close to vehicle (distance: 1.1m),10,13.233333333333333
397,! Pedestrian too close to vehicle (distance: 0.7m),10,13.233333333333333
397,! High vehicle density (11 vehicles),10,13.233333333333333
398,! Pedestrian too close to vehicle (distance: 1.6m),10,13.266666666666667
398,! Pedestrian too close to vehicle (distance: 1.5m),10,13.266666666666667
398,! Pedestrian too close to vehicle (distance: 1.6m),10,13.266666666666667
398,! Pedestrian too close to vehicle (distance: 1.1m),10,13.266666666666667
398,! Pedestrian too close to vehicle (distance: 0.6m),10,13.266666666666667
398,! High vehicle density (11 vehicles),10,13.266666666666667
399,! Pedestrian too close to vehicle (distance: 1.7m),10,13.3
399,! Pedestrian too close to vehicle (distance: 1.7m),10,13.3
399,! Pedestrian too close to vehicle (distance: 1.8m),10,13.3
399,! Pedestrian too close to vehicle (distance: 1.1m),10,13.3
399,! Pedestrian too close to vehicle (distance: 0.7m),10,13.3
399,! High vehicle density (11 vehicles),10,13.3
400,! Pedestrian too close to vehicle (distance: 0.8m),10,13.333333333333334
400,! Pedestrian too close to vehicle (distance: 1.9m),10,13.333333333333334
400,! Pedestrian too close to vehicle (distance: 1.9m),10,13.333333333333334
400,! Pedestrian too close to vehicle (distance: 2.0m),10,13.333333333333334
400,! Pedestrian too close to vehicle (distance: 1.2m),10,13.333333333333334
400,! Pedestrian too close to vehicle (distance: 0.8m),10,13.333333333333334
400,! Pedestrian too close to vehicle (distance: 1.1m),10,13.333333333333334
400,! High vehicle density (12 vehicles),10,13.333333333333334
401,! Pedestrian too close to vehicle (distance: 0.8m),10,13.366666666666667
401,! Pedestrian too close to vehicle (distance: 1.0m),10,13.366666666666667
401,! Pedestrian too close to vehicle (distance: 0.8m),10,13.366666666666667
401,! Pedestrian too close to vehicle (distance: 1.1m),10,13.366666666666667
401,! High vehicle density (12 vehicles),10,13.366666666666667
402,! Pedestrian too close to vehicle (distance: 0.9m),8,13.4
402,! Pedestrian too close to vehicle (distance: 0.9m),8,13.4
402,! High vehicle density (11 vehicles),8,13.4
403,! Pedestrian too close to vehicle (distance: 0.9m),8,13.433333333333334
403,! Pedestrian too close to vehicle (distance: 1.0m),8,13.433333333333334
403,! High vehicle density (11 vehicles),8,13.433333333333334
404,! Pedestrian too close to vehicle (distance: 0.9m),8,13.466666666666667
404,! Pedestrian too close to vehicle (distance: 1.1m),8,13.466666666666667
404,! High vehicle density (11 vehicles),8,13.466666666666667
405,! Pedestrian too close to vehicle (distance: 0.9m),8,13.5
405,! Pedestrian too close to vehicle (distance: 1.2m),8,13.5
405,! High vehicle density (12 vehicles),8,13.5
406,! Pedestrian too close to vehicle (distance: 1.0m),8,13.533333333333333
406,! Pedestrian too close to vehicle (distance: 1.3m),8,13.533333333333333
406,! High vehicle density (12 vehicles),8,13.533333333333333
407,! Pedestrian too close to vehicle (distance: 1.0m),8,13.566666666666666
407,! Pedestrian too close to vehicle (distance: 1.4m),8,13.566666666666666
407,! High vehicle density (12 vehicles),8,13.566666666666666
408,! Pedestrian too close to vehicle (distance: 1.1m),8,13.6
408,! Pedestrian too close to vehicle (distance: 1.5m),8,13.6
408,! High vehicle density (13 vehicles),8,13.6
409,! Pedestrian too close to vehicle (distance: 1.2m),8,13.633333333333333
409,! Pedestrian too close to vehicle (distance: 1.7m),8,13.633333333333333
409,! High vehicle density (14 vehicles),8,13.633333333333333
410,! Pedestrian too close to vehicle (distance: 1.2m),8,13.666666666666666
410,! Pedestrian too close to vehicle (distance: 1.8m),8,13.666666666666666
410,! High vehicle density (14 vehicles),8,13.666666666666666
411,! Pedestrian too close to vehicle (distance: 1.3m),8,13.7
411,! Pedestrian too close to vehicle (distance: 1.9m),8,13.7
411,! High vehicle density (15 vehicles),8,13.7
412,! Pedestrian too close to vehicle (distance: 1.4m),5,13.733333333333333
412,! High vehicle density (15 vehicles),5,13.733333333333333
413,! Pedestrian too close to vehicle (distance: 1.5m),5,13.766666666666667
413,! High vehicle density (15 vehicles),5,13.766666666666667
414,! Pedestrian too close to vehicle (distance: 1.6m),5,13.8
414,! High vehicle density (15 vehicles),5,13.8
415,! Pedestrian too close to vehicle (distance: 1.7m),5,13.833333333333334
415,! High vehicle density (15 vehicles),5,13.833333333333334
416,! Pedestrian too close to vehicle (distance: 1.8m),8,13.866666666666667
416,! Pedestrian too close to vehicle (distance: 1.9m),8,13.866666666666667
416,! High vehicle density (16 vehicles),8,13.866666666666667
417,! Pedestrian too close to vehicle (distance: 1.9m),8,13.9
417,! Pedestrian too close to vehicle (distance: 1.7m),8,13.9
417,! High vehicle density (16 vehicles),8,13.9
418,! Pedestrian too close to vehicle (distance: 2.0m),8,13.933333333333334
418,! Pedestrian too close to vehicle (distance: 1.4m),8,13.933333333333334
418,! High vehicle density (16 vehicles),8,13.933333333333334
419,! Pedestrian too close to vehicle (distance: 1.2m),5,13.966666666666667
419,! High vehicle density (16 vehicles),5,13.966666666666667
420,! Pedestrian too close to vehicle (distance: 1.0m),5,14.0
420,! High vehicle density (16 vehicles),5,14.0
421,! Pedestrian too close to vehicle (distance: 0.8m),5,14.033333333333333
421,! High vehicle density (16 vehicles),5,14.033333333333333
