frame_number,event,score,timestamp
2,! High vehicle density (6 vehicles),2,0.06666666666666667
3,! High vehicle density (6 vehicles),2,0.1
4,! High vehicle density (6 vehicles),2,0.13333333333333333
5,! High vehicle density (6 vehicles),2,0.16666666666666666
6,! High vehicle density (6 vehicles),2,0.2
7,! Pedestrian too close to vehicle (distance: 1.9m),5,0.23333333333333334
7,! High vehicle density (6 vehicles),5,0.23333333333333334
8,! Pedestrian too close to vehicle (distance: 1.9m),5,0.26666666666666666
8,! High vehicle density (6 vehicles),5,0.26666666666666666
9,! Pedestrian too close to vehicle (distance: 1.8m),5,0.3
9,! High vehicle density (6 vehicles),5,0.3
10,! Pedestrian too close to vehicle (distance: 1.8m),5,0.3333333333333333
10,! High vehicle density (6 vehicles),5,0.3333333333333333
11,! Pedestrian too close to vehicle (distance: 1.7m),5,0.36666666666666664
11,! High vehicle density (6 vehicles),5,0.36666666666666664
12,! Pedestrian too close to vehicle (distance: 1.7m),5,0.4
12,! High vehicle density (6 vehicles),5,0.4
13,! Pedestrian too close to vehicle (distance: 1.6m),5,0.43333333333333335
13,! High vehicle density (6 vehicles),5,0.43333333333333335
14,! Pedestrian too close to vehicle (distance: 1.6m),5,0.4666666666666667
14,! High vehicle density (6 vehicles),5,0.4666666666666667
15,! Pedestrian too close to vehicle (distance: 1.5m),5,0.5
15,! High vehicle density (6 vehicles),5,0.5
16,! Pedestrian too close to vehicle (distance: 1.5m),5,0.5333333333333333
16,! High vehicle density (6 vehicles),5,0.5333333333333333
17,! Pedestrian too close to vehicle (distance: 1.5m),5,0.5666666666666667
17,! High vehicle density (6 vehicles),5,0.5666666666666667
18,! Pedestrian too close to vehicle (distance: 1.4m),5,0.6
18,! High vehicle density (6 vehicles),5,0.6
19,! Pedestrian too close to vehicle (distance: 1.4m),5,0.6333333333333333
19,! High vehicle density (6 vehicles),5,0.6333333333333333
20,! Pedestrian too close to vehicle (distance: 1.3m),5,0.6666666666666666
20,! High vehicle density (6 vehicles),5,0.6666666666666666
21,! Pedestrian too close to vehicle (distance: 1.3m),5,0.7
21,! High vehicle density (6 vehicles),5,0.7
22,! Pedestrian too close to vehicle (distance: 1.3m),5,0.7333333333333333
22,! High vehicle density (6 vehicles),5,0.7333333333333333
23,! Pedestrian too close to vehicle (distance: 1.2m),5,0.7666666666666667
23,! High vehicle density (6 vehicles),5,0.7666666666666667
24,! Pedestrian too close to vehicle (distance: 1.2m),5,0.8
24,! High vehicle density (6 vehicles),5,0.8
25,! Pedestrian too close to vehicle (distance: 1.2m),5,0.8333333333333334
25,! High vehicle density (6 vehicles),5,0.8333333333333334
26,! Pedestrian too close to vehicle (distance: 1.1m),5,0.8666666666666667
26,! High vehicle density (7 vehicles),5,0.8666666666666667
27,! Pedestrian too close to vehicle (distance: 1.1m),10,0.9
27,! Pedestrian too close to vehicle (distance: 1.0m),10,0.9
27,! Pedestrian too close to vehicle (distance: 1.4m),10,0.9
27,! Pedestrian too close to vehicle (distance: 1.4m),10,0.9
27,! Pedestrian too close to vehicle (distance: 0.5m),10,0.9
27,! High vehicle density (8 vehicles),10,0.9
28,! Pedestrian too close to vehicle (distance: 1.1m),10,0.9333333333333333
28,! Pedestrian too close to vehicle (distance: 1.8m),10,0.9333333333333333
28,! Pedestrian too close to vehicle (distance: 1.0m),10,0.9333333333333333
28,! Pedestrian too close to vehicle (distance: 1.4m),10,0.9333333333333333
28,! Pedestrian too close to vehicle (distance: 1.3m),10,0.9333333333333333
28,! Pedestrian too close to vehicle (distance: 0.5m),10,0.9333333333333333
28,! High vehicle density (9 vehicles),10,0.9333333333333333
29,! Pedestrian too close to vehicle (distance: 1.1m),10,0.9666666666666667
29,! Pedestrian too close to vehicle (distance: 1.8m),10,0.9666666666666667
29,! Pedestrian too close to vehicle (distance: 1.1m),10,0.9666666666666667
29,! Pedestrian too close to vehicle (distance: 1.4m),10,0.9666666666666667
29,! Pedestrian too close to vehicle (distance: 1.2m),10,0.9666666666666667
29,! Pedestrian too close to vehicle (distance: 0.5m),10,0.9666666666666667
29,! High vehicle density (9 vehicles),10,0.9666666666666667
30,! Pedestrian too close to vehicle (distance: 1.0m),10,1.0
30,! Pedestrian too close to vehicle (distance: 1.7m),10,1.0
30,! Pedestrian too close to vehicle (distance: 1.1m),10,1.0
30,! Pedestrian too close to vehicle (distance: 1.4m),10,1.0
30,! Pedestrian too close to vehicle (distance: 1.2m),10,1.0
30,! Pedestrian too close to vehicle (distance: 0.5m),10,1.0
30,! High vehicle density (9 vehicles),10,1.0
31,! Pedestrian too close to vehicle (distance: 1.0m),10,1.0333333333333334
31,! Pedestrian too close to vehicle (distance: 1.6m),10,1.0333333333333334
31,! Pedestrian too close to vehicle (distance: 1.1m),10,1.0333333333333334
31,! Pedestrian too close to vehicle (distance: 1.3m),10,1.0333333333333334
31,! Pedestrian too close to vehicle (distance: 1.1m),10,1.0333333333333334
31,! Pedestrian too close to vehicle (distance: 0.5m),10,1.0333333333333334
31,! High vehicle density (9 vehicles),10,1.0333333333333334
32,! Pedestrian too close to vehicle (distance: 1.0m),10,1.0666666666666667
32,! Pedestrian too close to vehicle (distance: 1.6m),10,1.0666666666666667
32,! Pedestrian too close to vehicle (distance: 1.2m),10,1.0666666666666667
32,! Pedestrian too close to vehicle (distance: 1.3m),10,1.0666666666666667
32,! Pedestrian too close to vehicle (distance: 1.0m),10,1.0666666666666667
32,! Pedestrian too close to vehicle (distance: 0.5m),10,1.0666666666666667
32,! High vehicle density (9 vehicles),10,1.0666666666666667
33,! Pedestrian too close to vehicle (distance: 1.0m),10,1.1
33,! Pedestrian too close to vehicle (distance: 1.6m),10,1.1
33,! Pedestrian too close to vehicle (distance: 1.2m),10,1.1
33,! Pedestrian too close to vehicle (distance: 1.3m),10,1.1
33,! Pedestrian too close to vehicle (distance: 1.0m),10,1.1
33,! Pedestrian too close to vehicle (distance: 0.5m),10,1.1
33,! Pedestrian too close to vehicle (distance: 1.9m),10,1.1
33,! Pedestrian too close to vehicle (distance: 1.1m),10,1.1
33,! Pedestrian too close to vehicle (distance: 1.5m),10,1.1
33,! High vehicle density (9 vehicles),10,1.1
34,! Pedestrian too close to vehicle (distance: 1.0m),10,1.1333333333333333
34,! Pedestrian too close to vehicle (distance: 1.6m),10,1.1333333333333333
34,! Pedestrian too close to vehicle (distance: 1.2m),10,1.1333333333333333
34,! Pedestrian too close to vehicle (distance: 1.2m),10,1.1333333333333333
34,! Pedestrian too close to vehicle (distance: 0.9m),10,1.1333333333333333
34,! Pedestrian too close to vehicle (distance: 0.5m),10,1.1333333333333333
34,! Pedestrian too close to vehicle (distance: 1.1m),10,1.1333333333333333
34,! Pedestrian too close to vehicle (distance: 1.6m),10,1.1333333333333333
34,! High vehicle density (9 vehicles),10,1.1333333333333333
35,! Pedestrian too close to vehicle (distance: 1.6m),10,1.1666666666666667
35,! Pedestrian too close to vehicle (distance: 1.2m),10,1.1666666666666667
35,! Pedestrian too close to vehicle (distance: 1.2m),10,1.1666666666666667
35,! Pedestrian too close to vehicle (distance: 0.8m),10,1.1666666666666667
35,! Pedestrian too close to vehicle (distance: 0.5m),10,1.1666666666666667
35,! Pedestrian too close to vehicle (distance: 1.2m),10,1.1666666666666667
35,! Pedestrian too close to vehicle (distance: 1.8m),10,1.1666666666666667
35,! High vehicle density (8 vehicles),10,1.1666666666666667
36,! Pedestrian too close to vehicle (distance: 1.6m),10,1.2
36,! Pedestrian too close to vehicle (distance: 1.3m),10,1.2
36,! Pedestrian too close to vehicle (distance: 1.2m),10,1.2
36,! Pedestrian too close to vehicle (distance: 0.7m),10,1.2
36,! Pedestrian too close to vehicle (distance: 0.5m),10,1.2
36,! Pedestrian too close to vehicle (distance: 1.2m),10,1.2
36,! Pedestrian too close to vehicle (distance: 1.9m),10,1.2
36,! High vehicle density (8 vehicles),10,1.2
37,! Pedestrian too close to vehicle (distance: 1.6m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 1.3m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 1.2m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 0.7m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 0.5m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 1.2m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 2.0m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 2.0m),10,1.2333333333333334
37,! Pedestrian too close to vehicle (distance: 1.8m),10,1.2333333333333334
37,! High vehicle density (8 vehicles),10,1.2333333333333334
38,! Pedestrian too close to vehicle (distance: 1.6m),10,1.2666666666666666
38,! Pedestrian too close to vehicle (distance: 0.6m),10,1.2666666666666666
38,! Pedestrian too close to vehicle (distance: 0.5m),10,1.2666666666666666
38,! Pedestrian too close to vehicle (distance: 1.2m),10,1.2666666666666666
38,! Pedestrian too close to vehicle (distance: 2.0m),10,1.2666666666666666
38,! Pedestrian too close to vehicle (distance: 1.9m),10,1.2666666666666666
38,! High vehicle density (8 vehicles),10,1.2666666666666666
39,! Pedestrian too close to vehicle (distance: 1.6m),10,1.3
39,! Pedestrian too close to vehicle (distance: 1.3m),10,1.3
39,! Pedestrian too close to vehicle (distance: 1.1m),10,1.3
39,! Pedestrian too close to vehicle (distance: 0.6m),10,1.3
39,! Pedestrian too close to vehicle (distance: 0.5m),10,1.3
39,! Pedestrian too close to vehicle (distance: 1.2m),10,1.3
39,! Pedestrian too close to vehicle (distance: 2.0m),10,1.3
39,! Pedestrian too close to vehicle (distance: 2.0m),10,1.3
39,! High vehicle density (8 vehicles),10,1.3
40,! Pedestrian too close to vehicle (distance: 1.7m),10,1.3333333333333333
40,! Pedestrian too close to vehicle (distance: 1.4m),10,1.3333333333333333
40,! Pedestrian too close to vehicle (distance: 1.1m),10,1.3333333333333333
40,! Pedestrian too close to vehicle (distance: 0.5m),10,1.3333333333333333
40,! Pedestrian too close to vehicle (distance: 0.5m),10,1.3333333333333333
40,! Pedestrian too close to vehicle (distance: 2.0m),10,1.3333333333333333
40,! Pedestrian too close to vehicle (distance: 1.3m),10,1.3333333333333333
40,! Pedestrian too close to vehicle (distance: 0.4m),10,1.3333333333333333
40,! High vehicle density (8 vehicles),10,1.3333333333333333
41,! Pedestrian too close to vehicle (distance: 1.7m),10,1.3666666666666667
41,! Pedestrian too close to vehicle (distance: 1.4m),10,1.3666666666666667
41,! Pedestrian too close to vehicle (distance: 1.1m),10,1.3666666666666667
41,! Pedestrian too close to vehicle (distance: 0.5m),10,1.3666666666666667
41,! Pedestrian too close to vehicle (distance: 0.5m),10,1.3666666666666667
41,! Pedestrian too close to vehicle (distance: 1.8m),10,1.3666666666666667
41,! Pedestrian too close to vehicle (distance: 1.3m),10,1.3666666666666667
41,! Pedestrian too close to vehicle (distance: 0.4m),10,1.3666666666666667
41,! High vehicle density (8 vehicles),10,1.3666666666666667
42,! Pedestrian too close to vehicle (distance: 1.7m),10,1.4
42,! Pedestrian too close to vehicle (distance: 1.4m),10,1.4
42,! Pedestrian too close to vehicle (distance: 1.0m),10,1.4
42,! Pedestrian too close to vehicle (distance: 0.5m),10,1.4
42,! Pedestrian too close to vehicle (distance: 0.5m),10,1.4
42,! Pedestrian too close to vehicle (distance: 1.9m),10,1.4
42,! Pedestrian too close to vehicle (distance: 1.7m),10,1.4
42,! Pedestrian too close to vehicle (distance: 1.3m),10,1.4
42,! Pedestrian too close to vehicle (distance: 0.4m),10,1.4
42,! High vehicle density (9 vehicles),10,1.4
43,! Pedestrian too close to vehicle (distance: 1.5m),10,1.4333333333333333
43,! Pedestrian too close to vehicle (distance: 1.0m),10,1.4333333333333333
43,! Pedestrian too close to vehicle (distance: 0.6m),10,1.4333333333333333
43,! Pedestrian too close to vehicle (distance: 0.5m),10,1.4333333333333333
43,! Pedestrian too close to vehicle (distance: 1.8m),10,1.4333333333333333
43,! Pedestrian too close to vehicle (distance: 1.6m),10,1.4333333333333333
43,! Pedestrian too close to vehicle (distance: 1.3m),10,1.4333333333333333
43,! Pedestrian too close to vehicle (distance: 0.4m),10,1.4333333333333333
43,! High vehicle density (9 vehicles),10,1.4333333333333333
44,! Pedestrian too close to vehicle (distance: 1.5m),10,1.4666666666666666
44,! Pedestrian too close to vehicle (distance: 1.0m),10,1.4666666666666666
44,! Pedestrian too close to vehicle (distance: 0.7m),10,1.4666666666666666
44,! Pedestrian too close to vehicle (distance: 0.5m),10,1.4666666666666666
44,! Pedestrian too close to vehicle (distance: 1.8m),10,1.4666666666666666
44,! Pedestrian too close to vehicle (distance: 1.4m),10,1.4666666666666666
44,! Pedestrian too close to vehicle (distance: 1.4m),10,1.4666666666666666
44,! Pedestrian too close to vehicle (distance: 0.4m),10,1.4666666666666666
44,! High vehicle density (9 vehicles),10,1.4666666666666666
45,! Pedestrian too close to vehicle (distance: 1.5m),10,1.5
45,! Pedestrian too close to vehicle (distance: 1.0m),10,1.5
45,! Pedestrian too close to vehicle (distance: 0.9m),10,1.5
45,! Pedestrian too close to vehicle (distance: 0.5m),10,1.5
45,! Pedestrian too close to vehicle (distance: 1.8m),10,1.5
45,! Pedestrian too close to vehicle (distance: 1.3m),10,1.5
45,! Pedestrian too close to vehicle (distance: 1.4m),10,1.5
45,! Pedestrian too close to vehicle (distance: 0.4m),10,1.5
45,! High vehicle density (9 vehicles),10,1.5
46,! Pedestrian too close to vehicle (distance: 1.5m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 1.0m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 1.0m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 0.5m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 1.7m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 1.1m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 1.4m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 1.8m),10,1.5333333333333334
46,! Pedestrian too close to vehicle (distance: 0.4m),10,1.5333333333333334
46,! High vehicle density (9 vehicles),10,1.5333333333333334
47,! Pedestrian too close to vehicle (distance: 1.5m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 1.0m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 1.2m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 0.6m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 1.7m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 1.0m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 1.4m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 1.7m),10,1.5666666666666667
47,! Pedestrian too close to vehicle (distance: 0.4m),10,1.5666666666666667
47,! High vehicle density (9 vehicles),10,1.5666666666666667
48,! Pedestrian too close to vehicle (distance: 1.6m),10,1.6
48,! Pedestrian too close to vehicle (distance: 1.0m),10,1.6
48,! Pedestrian too close to vehicle (distance: 1.2m),10,1.6
48,! Pedestrian too close to vehicle (distance: 0.6m),10,1.6
48,! Pedestrian too close to vehicle (distance: 1.7m),10,1.6
48,! Pedestrian too close to vehicle (distance: 1.1m),10,1.6
48,! Pedestrian too close to vehicle (distance: 1.4m),10,1.6
48,! Pedestrian too close to vehicle (distance: 1.8m),10,1.6
48,! Pedestrian too close to vehicle (distance: 0.4m),10,1.6
48,! High vehicle density (9 vehicles),10,1.6
49,! Pedestrian too close to vehicle (distance: 1.6m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 0.9m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 1.3m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 0.6m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 1.7m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 1.0m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 1.5m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 1.7m),10,1.6333333333333333
49,! Pedestrian too close to vehicle (distance: 0.4m),10,1.6333333333333333
49,! High vehicle density (9 vehicles),10,1.6333333333333333
50,! Pedestrian too close to vehicle (distance: 1.6m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 0.9m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.2m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.2m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 0.6m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.7m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.2m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.1m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.5m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.9m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 1.8m),10,1.6666666666666667
50,! Pedestrian too close to vehicle (distance: 0.4m),10,1.6666666666666667
50,! High vehicle density (9 vehicles),10,1.6666666666666667
51,! Pedestrian too close to vehicle (distance: 1.6m),10,1.7
51,! Pedestrian too close to vehicle (distance: 0.9m),10,1.7
51,! Pedestrian too close to vehicle (distance: 1.2m),10,1.7
51,! Pedestrian too close to vehicle (distance: 1.2m),10,1.7
51,! Pedestrian too close to vehicle (distance: 0.6m),10,1.7
51,! Pedestrian too close to vehicle (distance: 1.7m),10,1.7
51,! Pedestrian too close to vehicle (distance: 1.3m),10,1.7
51,! Pedestrian too close to vehicle (distance: 1.2m),10,1.7
51,! Pedestrian too close to vehicle (distance: 1.5m),10,1.7
51,! Pedestrian too close to vehicle (distance: 2.0m),10,1.7
51,! Pedestrian too close to vehicle (distance: 1.9m),10,1.7
51,! Pedestrian too close to vehicle (distance: 0.4m),10,1.7
51,! High vehicle density (9 vehicles),10,1.7
52,! Pedestrian too close to vehicle (distance: 1.7m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 0.9m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 0.9m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.4m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.3m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 0.6m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.8m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.0m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.1m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.5m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.7m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 1.8m),10,1.7333333333333334
52,! Pedestrian too close to vehicle (distance: 0.4m),10,1.7333333333333334
52,! High vehicle density (10 vehicles),10,1.7333333333333334
53,! Pedestrian too close to vehicle (distance: 1.7m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 0.8m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 0.9m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.6m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.4m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 0.6m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.7m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.1m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.1m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.6m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.7m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 1.8m),10,1.7666666666666666
53,! Pedestrian too close to vehicle (distance: 0.4m),10,1.7666666666666666
53,! High vehicle density (10 vehicles),10,1.7666666666666666
54,! Pedestrian too close to vehicle (distance: 1.8m),10,1.8
54,! Pedestrian too close to vehicle (distance: 0.8m),10,1.8
54,! Pedestrian too close to vehicle (distance: 1.0m),10,1.8
54,! Pedestrian too close to vehicle (distance: 1.7m),10,1.8
54,! Pedestrian too close to vehicle (distance: 1.5m),10,1.8
54,! Pedestrian too close to vehicle (distance: 0.3m),10,1.8
54,! Pedestrian too close to vehicle (distance: 1.7m),10,1.8
54,! Pedestrian too close to vehicle (distance: 0.9m),10,1.8
54,! Pedestrian too close to vehicle (distance: 1.0m),10,1.8
54,! Pedestrian too close to vehicle (distance: 1.5m),10,1.8
54,! Pedestrian too close to vehicle (distance: 1.7m),10,1.8
54,! Pedestrian too close to vehicle (distance: 0.4m),10,1.8
54,! High vehicle density (10 vehicles),10,1.8
55,! Pedestrian too close to vehicle (distance: 1.8m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 0.8m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 1.0m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 1.7m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 1.5m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 0.2m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 1.7m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 0.6m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 1.0m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 1.2m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 1.6m),10,1.8333333333333333
55,! Pedestrian too close to vehicle (distance: 0.4m),10,1.8333333333333333
55,! High vehicle density (10 vehicles),10,1.8333333333333333
56,! Pedestrian too close to vehicle (distance: 1.8m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 0.8m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 0.9m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 1.8m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 1.6m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 0.2m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 1.7m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 0.5m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 1.0m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 1.1m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 1.6m),10,1.8666666666666667
56,! Pedestrian too close to vehicle (distance: 0.4m),10,1.8666666666666667
56,! High vehicle density (10 vehicles),10,1.8666666666666667
57,! Pedestrian too close to vehicle (distance: 1.8m),10,1.9
57,! Pedestrian too close to vehicle (distance: 0.8m),10,1.9
57,! Pedestrian too close to vehicle (distance: 1.0m),10,1.9
57,! Pedestrian too close to vehicle (distance: 2.0m),10,1.9
57,! Pedestrian too close to vehicle (distance: 1.7m),10,1.9
57,! Pedestrian too close to vehicle (distance: 0.2m),10,1.9
57,! Pedestrian too close to vehicle (distance: 1.7m),10,1.9
57,! Pedestrian too close to vehicle (distance: 0.4m),10,1.9
57,! Pedestrian too close to vehicle (distance: 0.9m),10,1.9
57,! Pedestrian too close to vehicle (distance: 1.0m),10,1.9
57,! Pedestrian too close to vehicle (distance: 1.5m),10,1.9
57,! Pedestrian too close to vehicle (distance: 0.3m),10,1.9
57,! High vehicle density (10 vehicles),10,1.9
58,! Pedestrian too close to vehicle (distance: 1.8m),10,1.9333333333333333
58,! Pedestrian too close to vehicle (distance: 0.8m),10,1.9333333333333333
58,! Pedestrian too close to vehicle (distance: 1.0m),10,1.9333333333333333
58,! Pedestrian too close to vehicle (distance: 0.3m),10,1.9333333333333333
58,! Pedestrian too close to vehicle (distance: 0.9m),10,1.9333333333333333
58,! Pedestrian too close to vehicle (distance: 0.9m),10,1.9333333333333333
58,! Pedestrian too close to vehicle (distance: 1.5m),10,1.9333333333333333
58,! Pedestrian too close to vehicle (distance: 0.3m),10,1.9333333333333333
58,! High vehicle density (12 vehicles),10,1.9333333333333333
59,! Pedestrian too close to vehicle (distance: 1.8m),10,1.9666666666666666
59,! Pedestrian too close to vehicle (distance: 0.7m),10,1.9666666666666666
59,! Pedestrian too close to vehicle (distance: 1.0m),10,1.9666666666666666
59,! Pedestrian too close to vehicle (distance: 0.3m),10,1.9666666666666666
59,! Pedestrian too close to vehicle (distance: 0.9m),10,1.9666666666666666
59,! Pedestrian too close to vehicle (distance: 0.8m),10,1.9666666666666666
59,! Pedestrian too close to vehicle (distance: 1.4m),10,1.9666666666666666
59,! Pedestrian too close to vehicle (distance: 0.3m),10,1.9666666666666666
59,! High vehicle density (12 vehicles),10,1.9666666666666666
60,! Pedestrian too close to vehicle (distance: 1.8m),10,2.0
60,! Pedestrian too close to vehicle (distance: 0.7m),10,2.0
60,! Pedestrian too close to vehicle (distance: 1.0m),10,2.0
60,! Pedestrian too close to vehicle (distance: 0.2m),10,2.0
60,! Pedestrian too close to vehicle (distance: 0.8m),10,2.0
60,! Pedestrian too close to vehicle (distance: 0.4m),10,2.0
60,! Pedestrian too close to vehicle (distance: 1.3m),10,2.0
60,! Pedestrian too close to vehicle (distance: 0.7m),10,2.0
60,! Pedestrian too close to vehicle (distance: 1.4m),10,2.0
60,! Pedestrian too close to vehicle (distance: 0.8m),10,2.0
60,! Pedestrian too close to vehicle (distance: 1.9m),10,2.0
60,! Pedestrian too close to vehicle (distance: 0.3m),10,2.0
60,! High vehicle density (14 vehicles),10,2.0
61,! Pedestrian too close to vehicle (distance: 1.9m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.7m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 1.1m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.2m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.8m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.5m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 1.3m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.7m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.8m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 1.6m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 1.0m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.8m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 1.8m),10,2.033333333333333
61,! Pedestrian too close to vehicle (distance: 0.4m),10,2.033333333333333
61,! High vehicle density (15 vehicles),10,2.033333333333333
62,! Pedestrian too close to vehicle (distance: 1.9m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.7m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 1.1m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 1.9m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 1.6m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.9m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.4m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.5m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.7m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 1.0m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.7m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.9m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 1.6m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 1.1m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.7m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 1.9m),10,2.066666666666667
62,! Pedestrian too close to vehicle (distance: 0.4m),10,2.066666666666667
